,total_images,last_price,total_area,first_day_exposition,rooms,ceiling_height,floors_total,living_area,floor,is_apartment,studio,open_plan,kitchen_area,balcony,locality_name,airports_nearest,cityCenters_nearest,parks_around3000,parks_nearest,ponds_around3000,ponds_nearest,days_exposition
15425,16,6600000.0,84.0,2017-04-22T00:00:00,3,,10.0,45.6,6,,False,False,,0.0,Санкт-Петербург,35839.0,16140.0,0.0,,2.0,726.0,60.0
15426,19,5000000.0,60.2,2017-08-17T00:00:00,2,,7.0,27.8,1,,False,False,9.3,0.0,Санкт-Петербург,23548.0,3090.0,0.0,,0.0,,35.0
15427,2,3550000.0,34.0,2014-11-27T00:00:00,1,2.55,9.0,18.9,7,False,False,False,6.0,1.0,Санкт-Петербург,13430.0,14405.0,1.0,500.0,1.0,504.0,1149.0
15428,10,4600000.0,48.0,2018-10-12T00:00:00,1,,24.0,18.0,10,,False,False,10.0,,Санкт-Петербург,36410.0,14528.0,0.0,,0.0,,17.0
15429,17,8500000.0,88.0,2017-11-28T00:00:00,3,2.8,15.0,54.0,9,,False,False,18.0,1.0,Санкт-Петербург,39238.0,13144.0,0.0,,0.0,,181.00000000000003
15430,4,3650000.0,35.7,2018-10-24T00:00:00,1,2.6,9.0,18.1,8,,False,False,7.1,1.0,Санкт-Петербург,28713.0,11034.0,1.0,204.0,0.0,,29.0
15431,5,5870000.0,69.07,2017-02-12T00:00:00,2,,18.0,38.73,4,,False,False,11.44,0.0,Санкт-Петербург,18428.0,16134.0,1.0,739.0,1.0,758.0,58.0
15432,11,3500000.0,28.71,2019-03-20T00:00:00,1,2.52,7.0,15.33,2,,False,False,6.2,,Санкт-Петербург,27231.0,9118.0,0.0,,1.0,102.0,9.0
15433,19,3700000.0,34.0,2018-10-31T00:00:00,1,2.6,5.0,17.7,5,,False,False,7.8,1.0,Санкт-Петербург,27725.0,11702.0,2.0,216.0,0.0,,7.0
15434,0,2200000.0,27.0,2017-01-01T00:00:00,0,,25.0,15.0,5,,False,True,,2.0,посёлок Парголово,53791.0,18006.0,1.0,733.0,3.0,865.0,336.0
15435,10,4350000.0,65.0,2016-05-19T00:00:00,2,,9.0,36.4,2,False,False,False,11.8,0.0,посёлок Шушары,23321.0,29107.0,0.0,,1.0,575.0,255.0
15436,16,6700000.0,90.1,2017-06-02T00:00:00,4,2.5,5.0,63.5,1,,False,False,5.4,,Санкт-Петербург,12322.0,10792.0,0.0,,0.0,,383.00000000000006
15437,4,6177643.0,77.7,2019-02-13T00:00:00,3,2.7,20.0,49.98,18,,False,False,,,Санкт-Петербург,37364.0,8322.0,2.0,309.0,2.0,706.0,35.0
15438,10,5700000.0,47.6,2019-04-12T00:00:00,2,3.0,5.0,28.1,2,,False,False,8.0,,Санкт-Петербург,36716.0,9004.0,2.0,352.0,0.0,,6.000000000000001
15439,1,5500000.0,60.0,2017-11-29T00:00:00,2,2.7,10.0,34.0,4,,False,False,11.0,,Санкт-Петербург,51663.0,16965.0,0.0,,0.0,,25.0
15440,15,4290000.0,60.0,2015-07-16T00:00:00,3,2.6,9.0,40.1,1,,False,False,6.5,,Всеволожск,,,,,,,889.0
15441,0,3600000.0,37.7,2018-04-04T00:00:00,1,2.5,14.0,,9,,False,False,,,Колпино,26447.0,32233.0,0.0,,0.0,,45.00000000000001
15442,7,3990000.0,39.0,2017-02-28T00:00:00,1,2.65,9.0,17.0,8,,False,False,8.0,,Санкт-Петербург,33052.0,12793.0,0.0,,0.0,,751.0000000000001
15443,3,3700000.0,44.1,2017-08-11T00:00:00,2,2.5,9.0,27.3,4,,False,False,6.8,,Санкт-Петербург,18870.0,13679.0,1.0,492.0,0.0,,165.0
15444,5,1560000.0,44.0,2019-03-24T00:00:00,2,2.4,5.0,28.0,5,,False,False,6.0,1.0,Волхов,,,,,,,
15445,11,3750000.0,35.7,2018-07-10T00:00:00,1,,14.0,20.1,7,,False,False,7.6,,Санкт-Петербург,46344.0,15865.0,0.0,,0.0,,67.0
15446,10,3100000.0,38.0,2016-05-30T00:00:00,1,2.75,16.0,18.4,15,,False,False,9.2,2.0,деревня Новое Девяткино,,,,,,,870.0
15447,8,5600000.0,74.0,2015-12-21T00:00:00,4,2.6,9.0,54.0,7,False,False,False,7.0,2.0,Санкт-Петербург,18715.0,13678.0,0.0,,0.0,,343.0
15448,9,15950000.0,90.4,2018-09-19T00:00:00,2,3.05,7.0,40.0,7,,False,False,12.8,4.0,Санкт-Петербург,52288.0,14749.0,2.0,287.0,0.0,,81.0
15449,7,4000000.0,45.4,2017-07-26T00:00:00,2,,5.0,30.4,4,,False,False,6.4,1.0,Санкт-Петербург,27905.0,7511.0,1.0,487.0,2.0,571.0,89.00000000000001
15450,20,5000000.0,42.0,2018-01-12T00:00:00,1,2.6,10.0,19.0,9,,False,False,11.0,,Санкт-Петербург,33632.0,12264.0,0.0,,0.0,,294.0
15451,11,5000000.0,117.0,2018-02-06T00:00:00,3,3.0,5.0,100.0,3,,False,False,10.0,,Выборг,,,,,,,63.0
15452,9,4600000.0,58.0,2018-02-22T00:00:00,2,3.0,12.0,34.0,8,,False,False,9.0,2.0,Гатчина,,,,,,,179.00000000000003
15453,0,1100000.0,30.0,2016-05-01T00:00:00,1,2.4,5.0,19.0,4,False,False,False,,1.0,Сясьстрой,,,,,,,88.00000000000001
15454,7,1600000.0,44.0,2018-10-08T00:00:00,2,2.5,5.0,28.8,5,False,False,False,6.0,1.0,Кириши,,,,,,,85.0
15455,12,1450000.0,35.0,2017-10-07T00:00:00,1,,5.0,18.5,5,,False,False,6.0,1.0,поселок Старая Малукса,,,,,,,44.00000000000001
15456,6,12665000.0,72.0,2017-08-28T00:00:00,2,2.9,5.0,36.0,4,,False,False,14.0,,Санкт-Петербург,36813.0,8572.0,1.0,2467.0,3.0,214.0,
15457,10,8100000.0,81.6,2019-02-19T00:00:00,3,2.5,16.0,45.3,15,,False,False,10.1,1.0,Санкт-Петербург,18446.0,21871.0,0.0,,2.0,924.0,
15458,9,3650000.0,38.0,2018-08-16T00:00:00,1,,27.0,15.0,24,,False,False,11.5,,посёлок Парголово,53511.0,19687.0,0.0,,0.0,,20.0
15459,8,2000000.0,59.0,2018-11-18T00:00:00,3,,2.0,42.3,2,,False,False,6.5,1.0,село Шум,,,,,,,9.0
15460,11,4900000.0,53.5,2015-10-29T00:00:00,2,2.65,16.0,29.5,16,False,False,False,10.2,0.0,Санкт-Петербург,37131.0,11228.0,1.0,674.0,1.0,705.0,232.0
15461,10,6400000.0,59.0,2018-02-01T00:00:00,2,3.0,5.0,33.5,4,,False,False,8.1,,Санкт-Петербург,31504.0,6124.0,1.0,197.0,1.0,630.0,68.0
15462,5,8150000.0,60.0,2016-06-24T00:00:00,2,,16.0,33.0,1,,False,False,10.0,1.0,Санкт-Петербург,45026.0,17749.0,0.0,,0.0,,20.0
15463,10,4550000.0,46.2,2018-11-04T00:00:00,2,2.5,9.0,28.2,2,,False,False,8.4,,Санкт-Петербург,42926.0,15429.0,1.0,167.0,0.0,,7.0
15464,2,4130000.0,38.0,2018-11-21T00:00:00,1,,16.0,16.1,7,,False,False,10.8,,деревня Новое Девяткино,,,,,,,27.0
15465,14,6000000.0,63.3,2015-02-11T00:00:00,2,2.8,16.0,39.4,16,,False,False,10.7,0.0,Санкт-Петербург,29066.0,13365.0,0.0,,0.0,,820.0
15466,9,1400000.0,44.3,2018-02-16T00:00:00,2,,5.0,,1,,False,False,,,Каменногорск,,,,,,,44.00000000000001
15467,13,5300000.0,56.6,2018-09-19T00:00:00,3,,9.0,40.0,9,,False,False,8.48,,Санкт-Петербург,40407.0,12912.0,0.0,,0.0,,188.00000000000003
15468,11,5100000.0,60.1,2017-04-29T00:00:00,3,2.5,9.0,43.0,6,False,False,False,6.2,2.0,Санкт-Петербург,44967.0,17205.0,0.0,,0.0,,321.0
15469,15,3050000.0,36.0,2017-09-21T00:00:00,1,2.53,5.0,18.0,4,,False,False,7.0,1.0,Санкт-Петербург,20849.0,16536.0,0.0,,2.0,298.0,180.00000000000003
15470,17,4200000.0,58.0,2018-02-07T00:00:00,3,2.5,9.0,,6,,False,False,,,Колпино,25417.0,31203.0,0.0,,0.0,,45.00000000000001
15471,6,2400000.0,44.0,2017-05-17T00:00:00,2,2.5,5.0,30.92,4,,False,False,6.0,1.0,Гатчина,,,,,,,40.0
15472,15,4020000.0,48.0,2016-02-11T00:00:00,2,2.5,9.0,30.4,2,False,False,False,8.4,1.0,Санкт-Петербург,17240.0,17148.0,0.0,,1.0,953.0,161.0
15473,9,2700000.0,30.0,2018-10-17T00:00:00,1,,9.0,16.0,7,,False,False,7.0,,Колпино,26491.0,32277.0,0.0,,0.0,,34.0
15474,14,3920000.0,33.9,2018-03-21T00:00:00,1,2.64,17.0,15.2,14,,False,False,7.1,1.0,Санкт-Петербург,25565.0,14075.0,0.0,,0.0,,258.0
15475,10,2990000.0,34.7,2018-04-05T00:00:00,1,,25.0,17.0,11,,False,False,14.0,,посёлок Бугры,,,,,,,29.0
15476,2,2800000.0,38.0,2017-03-01T00:00:00,1,,6.0,18.0,6,,False,False,12.0,0.0,посёлок Шушары,18516.0,24302.0,0.0,,1.0,888.0,180.00000000000003
15477,13,1800000.0,36.7,2017-05-29T00:00:00,1,2.58,5.0,18.6,5,,False,False,7.1,1.0,поселок Первомайское,,,,,,,541.0
15478,16,4000000.0,51.0,2017-11-02T00:00:00,1,2.7,18.0,17.4,11,,False,False,15.0,1.0,посёлок Парголово,61710.0,20866.0,0.0,,0.0,,242.0
15479,20,8500000.0,65.3,2018-03-14T00:00:00,2,,10.0,36.0,7,False,False,False,12.0,2.0,Санкт-Петербург,18893.0,4358.0,0.0,,1.0,665.0,100.0
15480,13,3995000.0,48.0,2019-03-27T00:00:00,2,,12.0,28.0,5,,False,False,7.0,,Кронштадт,65568.0,47294.0,1.0,146.0,1.0,293.0,29.0
15481,16,8499000.0,101.3,2017-06-02T00:00:00,3,3.2,4.0,63.5,2,False,False,False,9.8,,Санкт-Петербург,24529.0,5097.0,1.0,358.0,0.0,,396.0
15482,16,5150000.0,79.0,2017-11-20T00:00:00,3,2.57,9.0,48.0,7,,False,False,11.5,2.0,посёлок Шушары,23199.0,28985.0,0.0,,0.0,,126.0
15483,10,5100000.0,55.0,2018-02-24T00:00:00,3,2.5,5.0,,4,,False,False,,,посёлок Репино,64127.0,45226.0,0.0,,0.0,,60.0
15484,14,4550000.0,39.8,2017-05-14T00:00:00,1,2.75,14.0,19.2,3,False,False,False,9.0,1.0,Санкт-Петербург,33726.0,12407.0,0.0,,0.0,,160.0
15485,0,3100000.0,33.0,2017-07-12T00:00:00,1,,9.0,18.0,6,,False,False,6.5,0.0,Санкт-Петербург,38195.0,10667.0,0.0,,1.0,955.0,45.00000000000001
15486,17,3800000.0,52.0,2019-02-24T00:00:00,1,2.55,10.0,29.0,2,,False,False,7.0,2.0,Санкт-Петербург,19308.0,22733.0,0.0,,2.0,267.0,
15487,6,3790000.0,33.0,2016-03-02T00:00:00,1,,9.0,16.0,8,,False,False,8.0,0.0,Санкт-Петербург,12355.0,10230.0,0.0,,0.0,,151.0
15488,5,6900000.0,55.0,2018-08-22T00:00:00,2,2.5,25.0,30.0,17,,False,False,11.0,,Санкт-Петербург,43571.0,9425.0,0.0,,0.0,,100.0
15489,16,2550000.0,65.0,2017-02-19T00:00:00,2,2.7,2.0,35.0,2,False,False,False,10.0,2.0,деревня Лесколово,,,,,,,44.00000000000001
15490,13,6450000.0,74.0,2016-07-15T00:00:00,3,,13.0,48.0,7,,False,False,9.0,0.0,Санкт-Петербург,14696.0,10502.0,1.0,751.0,1.0,275.0,329.0
15491,3,3400000.0,43.5,2016-03-21T00:00:00,1,2.5,5.0,18.7,1,,False,False,10.5,0.0,посёлок Шушары,18042.0,30351.0,0.0,,1.0,467.0,151.0
15492,10,3950000.0,66.0,2016-08-30T00:00:00,2,2.75,8.0,34.9,7,,False,False,11.8,0.0,городской поселок Янино-1,,,,,,,306.0
15493,11,2570000.0,53.0,2018-11-10T00:00:00,2,3.0,4.0,29.9,1,,False,False,8.4,,Кировск,,,,,,,124.0
15494,16,10665000.0,71.25,2018-08-04T00:00:00,2,2.75,20.0,,8,,False,False,15.3,2.0,Санкт-Петербург,39357.0,10581.0,2.0,288.0,3.0,311.0,90.00000000000001
15495,7,3800000.0,44.6,2016-05-31T00:00:00,1,2.6,8.0,20.0,1,,False,False,12.3,,Санкт-Петербург,16322.0,15118.0,1.0,507.0,0.0,,934.0
15496,6,4400000.0,40.58,2018-02-01T00:00:00,1,,19.0,15.93,17,,False,False,13.21,1.0,Санкт-Петербург,35662.0,16699.0,0.0,,1.0,78.0,84.0
15497,18,4399000.0,39.0,2018-07-11T00:00:00,1,,12.0,19.9,9,,False,False,7.8,,Санкт-Петербург,35535.0,15837.0,0.0,,3.0,383.0,40.0
15498,5,8993202.0,96.3,2017-10-03T00:00:00,3,2.7,10.0,53.7,7,False,False,False,16.5,,Санкт-Петербург,23609.0,5299.0,0.0,,1.0,433.0,388.00000000000006
15499,3,3600000.0,37.33,2018-03-23T00:00:00,1,,12.0,17.7,4,,False,False,10.08,,Санкт-Петербург,39141.0,15985.0,0.0,,0.0,,77.0
15500,5,5760000.0,72.4,2018-08-07T00:00:00,3,2.64,19.0,,6,,False,False,11.5,1.0,Санкт-Петербург,42611.0,21928.0,0.0,,1.0,648.0,73.0
15501,8,4350000.0,42.0,2016-06-03T00:00:00,1,2.6,10.0,19.0,7,,False,False,11.0,0.0,Санкт-Петербург,12534.0,12447.0,0.0,,1.0,545.0,75.0
15502,7,62316000.0,173.1,2017-10-14T00:00:00,4,,16.0,,15,,False,False,,,Санкт-Петербург,33313.0,4600.0,1.0,75.0,0.0,,520.0
15503,16,9990000.0,91.0,2017-03-01T00:00:00,3,2.7,13.0,57.3,12,,False,False,9.8,1.0,Санкт-Петербург,15395.0,13936.0,2.0,736.0,0.0,,371.00000000000006
15504,18,6299000.0,64.0,2018-02-13T00:00:00,2,,7.0,38.0,1,,False,False,9.0,,Санкт-Петербург,31395.0,4956.0,2.0,284.0,2.0,740.0,157.0
15505,12,2300000.0,30.7,2017-04-26T00:00:00,1,2.6,4.0,19.2,2,False,False,False,6.0,1.0,Ломоносов,48394.0,51818.0,0.0,,1.0,830.0,257.0
15506,9,5000000.0,42.0,2019-03-27T00:00:00,2,2.7,12.0,24.0,2,,False,False,9.0,,Санкт-Петербург,32535.0,10735.0,2.0,419.0,0.0,,
15507,10,6000000.0,77.0,2018-07-10T00:00:00,4,,9.0,40.5,9,,False,False,9.9,,Санкт-Петербург,27644.0,11928.0,2.0,256.0,0.0,,17.0
15508,7,4300000.0,44.0,2018-08-27T00:00:00,2,2.5,9.0,27.0,2,,False,False,7.0,,Санкт-Петербург,26662.0,12711.0,0.0,,0.0,,36.0
15509,14,3600000.0,38.0,2016-05-24T00:00:00,1,,9.0,18.0,7,False,False,False,9.0,2.0,Санкт-Петербург,20282.0,21994.0,0.0,,0.0,,56.0
15510,20,16700000.0,127.0,2018-11-01T00:00:00,3,3.1,5.0,49.9,4,,False,False,44.0,,Санкт-Петербург,22891.0,2432.0,0.0,,0.0,,
15511,9,6550000.0,56.0,2017-12-11T00:00:00,2,3.4,5.0,35.0,4,,False,False,8.1,1.0,Санкт-Петербург,27736.0,6931.0,1.0,526.0,0.0,,35.0
15512,14,2890000.0,48.0,2018-10-24T00:00:00,2,2.5,5.0,29.0,3,,False,False,7.5,2.0,Тосно,,,,,,,21.0
15513,3,3500000.0,33.82,2014-12-26T00:00:00,1,,27.0,33.0,15,,False,False,9.32,2.0,посёлок Парголово,52726.0,18900.0,0.0,,0.0,,940.0
15514,12,2290000.0,45.4,2018-06-14T00:00:00,1,,3.0,17.8,1,,False,False,14.5,,поселок Романовка,,,,,,,133.0
15515,18,3700000.0,38.8,2018-06-26T00:00:00,1,2.7,16.0,20.2,13,,False,False,10.2,,Санкт-Петербург,14809.0,13606.0,0.0,,0.0,,52.0
15516,9,9600000.0,78.0,2017-09-11T00:00:00,2,2.8,10.0,37.0,3,,False,False,16.0,4.0,Санкт-Петербург,27814.0,11691.0,1.0,74.0,0.0,,19.0
15517,11,8700000.0,62.3,2019-03-26T00:00:00,2,3.2,5.0,34.3,5,,False,False,9.6,,Санкт-Петербург,31898.0,5222.0,2.0,304.0,3.0,628.0,
15518,5,2500000.0,37.0,2019-01-25T00:00:00,1,2.5,5.0,18.0,4,False,False,False,9.0,,Коммунар,,,,,,,58.0
15519,17,3400000.0,35.29,2016-03-06T00:00:00,1,2.7,12.0,15.43,5,False,False,False,10.37,2.0,деревня Кудрово,,,,,,,334.0
15520,20,2700000.0,34.0,2017-09-08T00:00:00,1,2.6,26.0,15.0,26,,False,False,8.3,2.0,посёлок Мурино,,,,,,,92.0
15521,7,8990000.0,68.4,2019-02-13T00:00:00,1,3.0,5.0,27.7,1,,False,False,10.8,,Санкт-Петербург,22480.0,3813.0,0.0,,0.0,,
15522,0,3900000.0,46.0,2017-07-03T00:00:00,2,2.5,9.0,30.0,1,,False,False,8.0,,Санкт-Петербург,16944.0,15946.0,1.0,598.0,1.0,791.0,201.0
15523,15,6900000.0,65.3,2016-06-23T00:00:00,2,2.75,25.0,38.0,2,,False,False,14.0,0.0,Санкт-Петербург,36410.0,14528.0,0.0,,0.0,,343.0
15524,6,3750000.0,48.1,2018-03-29T00:00:00,2,,5.0,29.4,5,,False,False,5.5,,Санкт-Петербург,12453.0,12366.0,0.0,,1.0,298.0,65.0
15525,0,2300000.0,60.0,2018-07-22T00:00:00,3,2.5,5.0,,5,,False,False,,,Лодейное Поле,,,,,,,45.00000000000001
15526,7,1150000.0,29.0,2018-12-26T00:00:00,1,2.5,5.0,16.0,3,,False,False,5.6,1.0,поселок Котельский,,,,,,,
15527,15,2700000.0,71.4,2016-03-10T00:00:00,3,,3.0,44.5,2,,False,False,10.1,0.0,поселок Петровское,,,,,,,467.0
15528,10,7000000.0,67.6,2019-04-23T00:00:00,3,4.0,5.0,44.1,2,,False,False,9.0,,Санкт-Петербург,19800.0,3510.0,1.0,94.0,1.0,298.0,
15529,2,4080000.0,61.0,2018-03-27T00:00:00,2,,25.0,38.8,10,,False,False,9.2,1.0,посёлок Шушары,13931.0,19717.0,0.0,,1.0,582.0,59.0
15530,0,3000000.0,30.0,2015-08-06T00:00:00,1,2.5,9.0,15.0,1,,False,False,6.5,,Санкт-Петербург,27855.0,11920.0,0.0,,0.0,,960.0
15531,13,7500000.0,66.1,2019-03-14T00:00:00,3,3.9,5.0,44.7,3,,False,False,12.2,,Санкт-Петербург,22105.0,2359.0,2.0,705.0,1.0,65.0,5.0
15532,15,3500000.0,35.0,2017-12-25T00:00:00,1,,9.0,15.0,8,,False,False,11.0,,Пушкин,18271.0,32842.0,1.0,63.0,0.0,,231.0
15533,9,9359901.0,84.0,2017-06-29T00:00:00,3,,12.0,48.0,9,,False,False,16.0,0.0,Санкт-Петербург,23364.0,5803.0,0.0,,3.0,447.0,119.0
15534,0,4150000.0,58.0,2016-05-13T00:00:00,3,2.6,9.0,37.5,1,False,False,False,8.0,0.0,Колпино,25269.0,31056.0,0.0,,1.0,723.0,323.0
15535,16,2100000.0,36.1,2018-03-26T00:00:00,2,2.5,2.0,23.6,1,,False,False,5.0,,посёлок городского типа Рощино,,,,,,,263.0
15536,10,3350000.0,45.2,2018-10-10T00:00:00,2,2.52,5.0,28.1,4,,False,False,6.0,1.0,Красное Село,25533.0,28958.0,0.0,,0.0,,48.00000000000001
15537,0,2650000.0,67.0,2016-03-28T00:00:00,3,,5.0,43.0,5,,False,False,9.0,0.0,Кириши,,,,,,,85.0
15538,14,4750000.0,59.6,2015-07-31T00:00:00,2,2.5,6.0,33.8,1,,False,False,10.7,1.0,Петергоф,38590.0,33779.0,1.0,739.0,2.0,393.0,1061.0
15539,18,19900000.0,100.0,2017-01-25T00:00:00,3,3.7,4.0,63.0,2,,False,False,10.5,0.0,Санкт-Петербург,22704.0,1313.0,2.0,684.0,3.0,29.0,121.0
15540,10,6300000.0,38.6,2019-03-27T00:00:00,1,2.7,16.0,20.3,3,,False,False,9.8,,Санкт-Петербург,29544.0,6916.0,0.0,,3.0,198.0,
15541,0,1570000.0,50.0,2017-04-25T00:00:00,2,2.95,2.0,32.9,2,,False,False,7.0,1.0,Всеволожск,,,,,,,288.0
15542,12,9980000.0,86.0,2017-08-18T00:00:00,4,2.74,5.0,53.5,4,,False,False,11.0,1.0,Санкт-Петербург,39363.0,13270.0,0.0,,0.0,,350.00000000000006
15543,12,3500000.0,54.0,2017-12-01T00:00:00,2,2.9,1.0,24.4,1,,False,False,7.3,,городской поселок Большая Ижора,,,,,,,202.0
15544,8,3899000.0,60.0,2017-06-27T00:00:00,3,,5.0,45.9,5,,False,False,6.5,0.0,Санкт-Петербург,32390.0,8422.0,2.0,212.0,1.0,461.0,9.0
15545,15,4100000.0,42.0,2017-11-28T00:00:00,1,2.75,25.0,18.0,21,,False,False,11.0,2.0,деревня Кудрово,,,,,,,185.00000000000003
15546,8,5500000.0,50.0,2017-01-23T00:00:00,2,3.0,25.0,25.0,4,,False,False,9.0,,Санкт-Петербург,22077.0,17405.0,0.0,,1.0,274.0,656.0
15547,2,3650000.0,61.0,2016-06-16T00:00:00,2,2.7,9.0,32.0,3,,False,False,10.0,0.0,Пушкин,18271.0,32842.0,1.0,63.0,0.0,,148.0
15548,20,630000.0,30.0,2016-04-02T00:00:00,1,2.55,5.0,16.0,3,False,False,False,5.5,,Сланцы,,,,,,,924.0
15549,16,8500000.0,67.4,2019-03-15T00:00:00,3,2.95,5.0,42.7,2,,False,False,10.0,,Санкт-Петербург,24232.0,4800.0,1.0,172.0,0.0,,37.0
15550,1,3500100.0,34.14,2014-12-04T00:00:00,1,,22.0,14.69,12,,False,False,8.03,0.0,деревня Кудрово,,,,,,,1078.0
15551,9,3780000.0,41.6,2018-09-11T00:00:00,1,2.8,17.0,16.5,6,,False,False,11.9,,Санкт-Петербург,17209.0,16005.0,1.0,557.0,2.0,830.0,4.0
15552,10,3700000.0,41.8,2018-03-21T00:00:00,1,,17.0,,2,,False,False,,,Санкт-Петербург,46591.0,15456.0,1.0,968.0,0.0,,131.0
15553,0,1850000.0,32.0,2018-10-05T00:00:00,1,,5.0,18.0,2,,False,False,5.5,1.0,Отрадное,,,,,,,
15554,17,5800000.0,37.2,2018-10-09T00:00:00,1,2.5,9.0,17.0,5,,False,False,8.0,1.0,Санкт-Петербург,30922.0,8294.0,1.0,513.0,1.0,668.0,56.0
15555,10,3024353.0,35.29,2018-11-04T00:00:00,1,,5.0,10.0,2,,False,False,,,Санкт-Петербург,47303.0,25866.0,1.0,251.0,1.0,350.0,111.0
15556,4,3707000.0,34.0,2018-04-01T00:00:00,1,,16.0,,15,,False,False,,,Санкт-Петербург,43642.0,9496.0,0.0,,0.0,,43.0
15557,15,6000000.0,39.0,2018-01-10T00:00:00,1,2.9,15.0,19.1,8,,False,False,11.0,,Санкт-Петербург,27583.0,12066.0,2.0,231.0,1.0,666.0,376.00000000000006
15558,9,4850000.0,45.7,2019-04-18T00:00:00,2,2.5,9.0,35.0,4,,False,False,7.0,,Санкт-Петербург,49470.0,13931.0,2.0,232.0,1.0,267.0,
15559,10,3350000.0,34.0,2017-02-07T00:00:00,1,2.7,9.0,17.7,2,False,False,False,8.0,0.0,Санкт-Петербург,50065.0,15770.0,0.0,,0.0,,53.0
15560,5,7950000.0,51.0,2016-06-08T00:00:00,1,,10.0,21.0,2,,False,False,11.0,,Санкт-Петербург,23756.0,5384.0,1.0,2295.0,1.0,534.0,879.0
15561,17,6110000.0,43.0,2019-03-01T00:00:00,1,2.64,16.0,20.8,9,,False,False,10.7,,Санкт-Петербург,29544.0,6916.0,0.0,,3.0,198.0,
15562,20,5000000.0,58.1,2018-11-20T00:00:00,3,2.6,5.0,38.2,4,False,False,False,5.5,1.0,Санкт-Петербург,18503.0,17505.0,1.0,797.0,1.0,904.0,
15563,2,5955103.0,90.3,2017-09-07T00:00:00,3,,21.0,47.37,13,,False,False,16.89,1.0,Санкт-Петербург,25414.0,6217.0,1.0,579.0,1.0,743.0,15.0
15564,3,3600000.0,35.0,2018-03-16T00:00:00,1,3.0,19.0,,10,,False,False,,,Санкт-Петербург,39808.0,16121.0,0.0,,1.0,699.0,45.00000000000001
15565,15,9500000.0,68.0,2019-03-11T00:00:00,2,3.15,4.0,38.5,1,,False,False,10.1,,Санкт-Петербург,21562.0,2849.0,3.0,184.0,1.0,944.0,
15566,6,5750000.0,74.6,2016-07-04T00:00:00,4,2.65,9.0,54.0,9,,False,False,7.0,2.0,Санкт-Петербург,16183.0,11655.0,0.0,,0.0,,189.00000000000003
15567,7,15000000.0,117.3,2017-11-10T00:00:00,3,4.14,4.0,,4,,False,False,,,Санкт-Петербург,25126.0,3674.0,1.0,571.0,3.0,787.0,126.0
15568,10,3100000.0,32.7,2016-01-18T00:00:00,1,,9.0,18.0,1,,False,False,6.3,0.0,Санкт-Петербург,14942.0,10789.0,1.0,888.0,1.0,100.0,348.00000000000006
15569,2,1899400.0,23.3,2018-07-17T00:00:00,0,2.7,4.0,16.1,4,,True,False,,2.0,Сертолово,,,,,,,60.0
15570,9,4800000.0,42.5,2018-06-09T00:00:00,1,,13.0,16.9,4,,False,False,12.0,,Санкт-Петербург,32888.0,12944.0,0.0,,0.0,,173.0
15571,2,3690000.0,50.0,2015-12-09T00:00:00,2,3.0,5.0,23.0,2,,False,False,11.0,0.0,Санкт-Петербург,28501.0,7348.0,1.0,303.0,0.0,,264.0
15572,9,4600000.0,63.0,2015-06-03T00:00:00,2,2.75,5.0,39.0,4,False,False,False,10.0,2.0,посёлок Шушары,17907.0,30381.0,0.0,,1.0,359.0,459.0
15573,13,2600000.0,31.9,2017-07-29T00:00:00,1,2.5,5.0,17.7,3,,False,False,5.5,,посёлок Шушары,17604.0,30458.0,0.0,,1.0,666.0,203.0
15574,8,3450000.0,43.0,2017-09-26T00:00:00,2,2.54,9.0,26.7,9,,False,False,6.0,2.0,Санкт-Петербург,16470.0,16378.0,0.0,,1.0,163.0,335.0
15575,16,4950000.0,81.0,2017-02-08T00:00:00,2,,15.0,36.0,1,False,False,False,13.0,0.0,Выборг,,,,,,,107.0
15576,9,4950000.0,38.0,2019-04-07T00:00:00,1,2.5,12.0,20.0,5,,False,False,8.5,,Санкт-Петербург,31379.0,7518.0,1.0,483.0,1.0,638.0,23.000000000000004
15577,19,5200000.0,40.0,2019-01-30T00:00:00,1,2.6,24.0,19.0,5,,False,False,11.5,2.0,посёлок Мурино,,,,,,,60.0
15578,20,16000000.0,101.9,2018-01-08T00:00:00,2,2.87,4.0,48.1,1,,False,False,26.9,,Пушкин,15201.0,27355.0,2.0,273.0,3.0,368.0,
15579,11,4600000.0,62.1,2016-02-11T00:00:00,2,2.55,10.0,30.0,9,False,False,False,12.8,2.0,Санкт-Петербург,18414.0,21839.0,0.0,,2.0,679.0,262.0
15580,12,4100000.0,45.0,2018-12-11T00:00:00,2,2.5,14.0,25.0,12,,False,False,7.1,,Санкт-Петербург,33444.0,11143.0,1.0,531.0,1.0,607.0,14.0
15581,2,3900000.0,46.5,2018-07-06T00:00:00,2,2.5,5.0,33.8,4,,False,False,6.5,,Санкт-Петербург,42083.0,14587.0,0.0,,0.0,,235.0
15582,20,16990000.0,93.0,2017-11-08T00:00:00,3,3.1,4.0,49.0,3,,False,False,14.0,2.0,Сестрорецк,58290.0,35219.0,2.0,633.0,1.0,320.0,30.0
15583,9,5000000.0,44.6,2019-03-03T00:00:00,2,2.55,5.0,30.1,2,,False,False,7.2,1.0,Санкт-Петербург,15758.0,11479.0,1.0,580.0,0.0,,
